refseq id	virus family	virus tax id	virus name	virus host	host name	virus genus	virus genome type
NC_001517	Potyviridae	12209	Pepper mottle virus	Viridiplantae	Capsicum annuum	Potyvirus	ssRNA(+)
NC_001542	Rhabdoviridae	11292	Lyssavirus rabies	Mammalia	Chiroptera	Lyssavirus	ssRNA(-)
NC_001552	Paramyxoviridae	11191	Murine respirovirus	Mammalia	Mus musculus	Respirovirus	ssRNA(-)
NC_001555	Potyviridae	12227	Tobacco etch virus	Viridiplantae	Capsicum annuum	Potyvirus	ssRNA(+)
NC_001607	Bornaviridae	1714621	Borna disease virus 1	Mammalia	Bradypodidae	Orthobornavirus	ssRNA(-)
NC_001612	Picornaviridae	138948	Enterovirus A	Mammalia	Homo sapiens	Enterovirus	ssRNA(+)
NC_001632	Secoviridae	35287	Rice tungro spherical virus	Viridiplantae	Oryza sativa	Waikavirus	ssRNA(+)
NC_001671	Potyviridae	12208	Pea seed-borne mosaic virus	Viridiplantae	Pisum sativum	Potyvirus	ssRNA(+)
NC_001768	Potyviridae	12228	Tobacco vein mottling virus	Viridiplantae	Rumex	Potyvirus	ssRNA(+)
NC_001785	Potyviridae	12205	Papaya ringspot virus	Viridiplantae	Carica papaya	Potyvirus	ssRNA(+)
NC_001796	Paramyxoviridae	11216	Human respirovirus 3	Mammalia	Homo sapiens	Respirovirus	ssRNA(-)
NC_001814	Potyviridae	40666	Ryegrass mosaic virus	Viridiplantae	Dactylis glomerata	Rymovirus	ssRNA(+)
NC_001834	Dicistroviridae	64279	Drosophila C virus	Insecta	Drosophila melanogaster	Cripavirus	ssRNA(+)
NC_001841	Potyviridae	12844	Sweet potato feathery mottle virus	Viridiplantae	Ipomoea batatas	Potyvirus	ssRNA(+)
NC_001859	Picornaviridae	12064	Enterovirus E	Mammalia	Bos taurus	Enterovirus	ssRNA(+)
NC_001874	Dicistroviridae	66834	Rhopalosiphum padi virus	Insecta	Schizaphis graminum	Cripavirus	ssRNA(+)
NC_001886	Potyviridae	31741	Wheat streak mosaic virus	Viridiplantae	Triticum aestivum	Tritimovirus	ssRNA(+)
NC_001906	Paramyxoviridae	63330	Hendra henipavirus	Mammalia	Pteropus alecto	Henipavirus	ssRNA(-)
NC_001918	Picornaviridae	1313215	Aichi virus 1	Mammalia	Homo sapiens	Kobuvirus	ssRNA(+)
NC_001921	Paramyxoviridae	11232	Canine morbillivirus	Mammalia	Canis lupus familiaris	Morbillivirus	ssRNA(-)
NC_001943	Astroviridae	1868658	Human astrovirus	Mammalia	Homo sapiens	unclassified Astroviridaevirus	ssRNA(+)
NC_002058	Picornaviridae	138950	Enterovirus C	Mammalia	Homo sapiens	Enterovirus	ssRNA(+)
NC_002161	Paramyxoviridae	11215	Bovine respirovirus 3	Mammalia	Bos taurus	Respirovirus	ssRNA(-)
NC_002199	Paramyxoviridae	92129	Tupaia paramyxovirus	Mammalia	Tupaia belangeri	Narmovirus	ssRNA(-)
NC_002200	Paramyxoviridae	2560602	Mumps orthorubulavirus	Mammalia	Homo sapiens	Orthorubulavirus	ssRNA(-)
NC_002251	Rhabdoviridae	1985704	Cytorhabdovirus gramineae	Viridiplantae	Hordeum vulgare	Cytorhabdovirus	ssRNA(-)
NC_002306	Coronaviridae	11135	Feline infectious peritonitis virus	Mammalia	Felidae	Alphacoronavirus	ssRNA(+)
NC_002469	Astroviridae	1239577	Mamastrovirus 13	Mammalia	Ovis aries	Mamastrovirus	ssRNA(+)
NC_002548	Dicistroviridae	92444	Acute bee paralysis virus	Insecta	Apis mellifera	Aparavirus	ssRNA(+)
NC_002600	Potyviridae	33763	Peanut mottle virus	Viridiplantae	Arachis hypogaea	Potyvirus	ssRNA(+)
NC_002728	Paramyxoviridae	121791	Nipah henipavirus	Mammalia	Pteropus hypomelanus	Henipavirus	ssRNA(-)
NC_003224	Potyviridae	12232	Zucchini yellow mosaic virus	Viridiplantae	Cucurbita pepo	Potyvirus	ssRNA(+)
NC_003243	Rhabdoviridae	90961	Lyssavirus australis	Mammalia	Saccolaimus flaviventris	Lyssavirus	ssRNA(-)
NC_003377	Potyviridae	12203	Maize dwarf mosaic virus	Viridiplantae	Sorghum halepense	Potyvirus	ssRNA(+)
NC_003398	Potyviridae	12224	Sugarcane mosaic virus	Viridiplantae	Zea mays	Potyvirus	ssRNA(+)
NC_003399	Potyviridae	157018	Scallion mosaic virus	Viridiplantae	Allium chinense	Potyvirus	ssRNA(+)
NC_003443	Paramyxoviridae	2560525	Human orthorubulavirus 2	Mammalia	Homo sapiens	Orthorubulavirus	ssRNA(-)
NC_003461	Paramyxoviridae	12730	Human respirovirus 1	Mammalia	Homo sapiens	Respirovirus	ssRNA(-)
NC_003492	Potyviridae	12197	Bean yellow mosaic virus	Viridiplantae	Papaver somniferum	Potyvirus	ssRNA(+)
NC_003501	Potyviridae	42631	Brome streak mosaic virus	Viridiplantae	Bromus	Tritimovirus	ssRNA(+)
NC_003536	Potyviridae	12198	Clover yellow vein virus	Viridiplantae	Glycine max	Potyvirus	ssRNA(+)
NC_003537	Potyviridae	29271	Dasheen mosaic virus	Viridiplantae	Zantedeschia aethiopica	Potyvirus	ssRNA(+)
NC_003605	Potyviridae	12202	Lettuce mosaic virus	Viridiplantae	Spinacia oleracea	Potyvirus	ssRNA(+)
NC_003606	Potyviridae	31742	Johnsongrass mosaic virus	Viridiplantae	Sorghum halepense	Potyvirus	ssRNA(+)
NC_003626	Secoviridae	51354	Maize chlorotic dwarf virus	Viridiplantae	Sorghum halepense	Waikavirus	ssRNA(+)
NC_003628	Secoviridae	12777	Parsnip yellow fleck virus	Viridiplantae	Daucus carota	Sequivirus	ssRNA(+)
NC_003742	Potyviridae	192452	Cocksfoot streak virus	Viridiplantae	Poaceae	Potyvirus	ssRNA(+)
NC_003746	Rhabdoviridae	59380	Rice yellow stunt nucleorhabdovirus	Viridiplantae	Oryza sativa	Alphanucleorhabdovirus	ssRNA(-)
NC_003779	Dicistroviridae	64698	Plautia stali intestine virus	Insecta	Plautia stali	Triatovirus	ssRNA(+)
NC_003782	Dicistroviridae	81583	Himetobi P virus	Insecta	Laodelphax striatellus	Triatovirus	ssRNA(+)
NC_003783	Dicistroviridae	103442	Triatoma virus	Insecta	Triatoma infestans	Triatovirus	ssRNA(+)
NC_003784	Dicistroviridae	92395	Black queen cell virus	Insecta	Apis mellifera	Triatovirus	ssRNA(+)
NC_003797	Potyviridae	41459	Sweet potato mild mottle virus	Viridiplantae	Ipomoea batatas	Ipomovirus	ssRNA(+)
NC_003924	Dicistroviridae	12136	Cricket paralysis virus	Insecta	Teleogryllus oceanicus	Cripavirus	ssRNA(+)
NC_003983	Picornaviridae	47001	Equine rhinitis B virus 1	Mammalia	Equus caballus	Erbovirus	ssRNA(+)
NC_003985	Picornaviridae	118140	Teschovirus A	Mammalia	Sus scrofa	Teschovirus	ssRNA(+)
NC_003987	Picornaviridae	1002921	Porcine sapelovirus 1	Mammalia	Sus scrofa	Sapelovirus	ssRNA(+)
NC_003988	Picornaviridae	310907	Enterovirus H	Mammalia	Saguinus mystax	Enterovirus	ssRNA(+)
NC_004010	Potyviridae	40640	Potato virus V	Viridiplantae	Capsicum annuum	Potyvirus	ssRNA(+)
NC_004011	Potyviridae	42004	Leek yellow stripe virus	Viridiplantae	Allium sativum	Potyvirus	ssRNA(+)
NC_004013	Potyviridae	12199	Cowpea aphid-borne mosaic virus	Viridiplantae	Vigna unguiculata	Potyvirus	ssRNA(+)
NC_004035	Potyviridae	32619	Sorghum mosaic virus	Viridiplantae	Saccharum officinarum	Potyvirus	ssRNA(+)
NC_004039	Potyviridae	12215	Potato virus A	Viridiplantae	Nicotiana tabacum	Potyvirus	ssRNA(+)
NC_004047	Potyviridae	43240	Bean common mosaic necrosis virus	Viridiplantae	Phaseolus vulgaris	Potyvirus	ssRNA(+)
NC_004074	Paramyxoviridae	162013	Tioman virus	Mammalia	Pteropus hypomelanus	Pararubulavirus	ssRNA(-)
NC_004365	Dicistroviridae	209529	Aphid lethal paralysis virus	Insecta	Aphis	Cripavirus	ssRNA(+)
NC_004421	Picornaviridae	194965	Aichivirus B	Mammalia	Chlorocebus aethiops	Kobuvirus	ssRNA(+)
NC_004426	Potyviridae	187977	Wild potato mosaic virus	Viridiplantae	Solanum chancayense	Potyvirus	ssRNA(+)
NC_004441	Picornaviridae	64141	Porcine enterovirus 9	Mammalia	Sus scrofa	Enterovirus	ssRNA(+)
NC_004451	Picornaviridae	1002918	Simian sapelovirus 1	Mammalia	Macaca mulatta	Sapelovirus	ssRNA(+)
NC_004573	Potyviridae	187978	Peru tomato mosaic virus	Viridiplantae	Solanum lycopersicum	Potyvirus	ssRNA(+)
NC_004579	Astroviridae	1239574	Mamastrovirus 10	Mammalia	Neogale vison	Mamastrovirus	ssRNA(+)
NC_004752	Potyviridae	41460	Yam mosaic virus	Viridiplantae	Nicotiana benthamiana	Potyvirus	ssRNA(+)
NC_004807	Dicistroviridae	68876	Kashmir bee virus	Insecta	Apis cerana	Aparavirus	ssRNA(+)
NC_005028	Potyviridae	46917	Papaya leaf distortion mosaic virus	Viridiplantae	Carica papaya	Potyvirus	ssRNA(+)
NC_005029	Potyviridae	43130	Onion yellow dwarf virus	Viridiplantae	Allium sativum	Potyvirus	ssRNA(+)
NC_005136	Potyviridae	112437	Oat necrotic mottle virus	Viridiplantae	Avena sativa	Tritimovirus	ssRNA(+)
NC_005283	Paramyxoviridae	37131	Dolphin morbillivirus	Mammalia	Platanistidae	Morbillivirus	ssRNA(-)
NC_005288	Potyviridae	32624	Lily mottle virus	Viridiplantae	Lilium	Potyvirus	ssRNA(+)
NC_005304	Potyviridae	114921	Beet mosaic virus	Viridiplantae	Spinacia oleracea	Potyvirus	ssRNA(+)
NC_005339	Paramyxoviridae	241630	Mossman virus	Mammalia	Mesocricetus auratus	Narmovirus	ssRNA(-)
NC_005778	Potyviridae	52280	Chilli veinal mottle virus	Viridiplantae	Capsicum annuum	Potyvirus	ssRNA(+)
NC_005903	Potyviridae	41763	Agropyron mosaic virus	Viridiplantae	Triticum aestivum	Rymovirus	ssRNA(+)
NC_005904	Potyviridae	41764	Hordeum mosaic virus	Viridiplantae	Hordeum vulgare	Rymovirus	ssRNA(+)
NC_005974	Rhabdoviridae	209854	Maize fine streak nucleorhabdovirus	Viridiplantae	Zea mays	Gammanucleorhabdovirus	ssRNA(-)
NC_005975	Rhabdoviridae	279896	Maize mosaic nucleorhabdovirus	Viridiplantae	Setaria	Alphanucleorhabdovirus	ssRNA(-)
NC_006262	Potyviridae	146500	Watermelon mosaic virus	Viridiplantae	Cucurbita	Potyvirus	ssRNA(+)
NC_006296	Paramyxoviridae	11242	Rinderpest virus (strain Kabete O)	Mammalia	Suidae	Morbillivirus	ssRNA(-)
NC_006383	Paramyxoviridae	2593991	Peste des petits ruminants virus	Mammalia	Ovis aries	Morbillivirus	ssRNA(-)
NC_006428	Paramyxoviridae	2560766	Simian orthorubulavirus	Mammalia	Simiiformes	Orthorubulavirus	ssRNA(-)
NC_006429	Rhabdoviridae	12538	Lyssavirus mokola	Mammalia	Homo sapiens	Lyssavirus	ssRNA(-)
NC_006430	Paramyxoviridae	2905673	Parainfluenza virus 5	Mammalia	Chlorocebus aethiops	Orthorubulavirus	ssRNA(-)
NC_006559	Dicistroviridae	294369	Solenopsis invicta virus 1	Insecta	Solenopsis invicta	Aparavirus	ssRNA(+)
NC_006577	Coronaviridae	290028	Human coronavirus HKU1	Mammalia	Homo sapiens	Betacoronavirus	ssRNA(+)
NC_006941	Potyviridae	137475	Cucumber vein yellowing virus	Viridiplantae	Cucumis sativus	Ipomovirus	ssRNA(+)
NC_006942	Rhabdoviridae	2908018	Taro vein chlorosis virus	Viridiplantae	Colocasia esculenta	Alphanucleorhabdovirus	ssRNA(-)
NC_007020	Rhabdoviridae	318558	Tupaia virus	Mammalia	Tupaia	Tupavirus	ssRNA(-)
NC_007147	Potyviridae	221262	Pennisetum mosaic virus	Viridiplantae	Panicum	Potyvirus	ssRNA(+)
NC_007180	Potyviridae	299200	Thunberg fritillary mosaic virus	Viridiplantae	Fritillaria thunbergii	Potyvirus	ssRNA(+)
NC_007216	Potyviridae	201862	Wisteria vein mosaic virus	Viridiplantae	Wisteria	Potyvirus	ssRNA(+)
NC_007433	Potyviridae	62059	Shallot yellow stripe virus	Viridiplantae	Allium fistulosum	Potyvirus	ssRNA(+)
NC_007454	Paramyxoviridae	322067	J-virus	Mammalia	Mus musculus	Jeilongvirus	ssRNA(-)
NC_007642	Rhabdoviridae	32612	Lettuce necrotic yellows virus	Viridiplantae	Lactuca sativa	Cytorhabdovirus	ssRNA(-)
NC_007728	Potyviridae	341167	East Asian Passiflora virus	Viridiplantae	Passiflora edulis	Potyvirus	ssRNA(+)
NC_007803	Paramyxoviridae	341053	Beilong virus	Mammalia	Homo sapiens	Jeilongvirus	ssRNA(-)
NC_007913	Potyviridae	322053	Konjac mosaic virus	Viridiplantae	Nicotiana benthamiana	Potyvirus	ssRNA(+)
NC_008028	Potyviridae	578107	Daphne mosaic virus	Viridiplantae	Daphne mezereum	Potyvirus	ssRNA(+)
NC_008029	Dicistroviridae	2170238	Homalodisca coagulata virus 1	Insecta	Homalodisca vitripennis	Triatovirus	ssRNA(+)
NC_008393	Potyviridae	12210	Pepper severe mosaic virus	Viridiplantae	Capsicum annuum	Potyvirus	ssRNA(+)
NC_008558	Potyviridae	323118	Blackberry virus Y	Viridiplantae	Rubus	Brambyvirus	ssRNA(+)
NC_008714	Picornaviridae	2849103	enterovirus F4	Mammalia	Trichosurus vulpecula	Enterovirus	ssRNA(+)
NC_008824	Potyviridae	394036	Narcissus degeneration virus	Viridiplantae	Narcissus tazetta	Potyvirus	ssRNA(+)
NC_009021	Coronaviridae	694006	Rousettus bat coronavirus HKU9	Mammalia	Chiroptera	Betacoronavirus	ssRNA(+)
NC_009025	Dicistroviridae	294365	Israeli acute paralysis virus	Insecta	Apis mellifera	Aparavirus	ssRNA(+)
NC_009489	Paramyxoviridae	2560582	Mapuera orthorubulavirus	Mammalia	Sturnira lilium	Orthorubulavirus	ssRNA(-)
NC_009527	Rhabdoviridae	57482	European bat 1 lyssavirus	Mammalia	Homo sapiens	Lyssavirus	ssRNA(-)
NC_009528	Rhabdoviridae	57483	European bat 2 lyssavirus	Mammalia	Homo sapiens	Lyssavirus	ssRNA(-)
NC_009536	Bromoviridae	37127	Citrus variegation virus	Viridiplantae	Citrus	Ilarvirus	ssRNA(+)
NC_009640	Paramyxoviridae	2560645	Porcine orthorubulavirus	Mammalia	Sus scrofa	Orthorubulavirus	ssRNA(-)
NC_009657	Coronaviridae	693999	Scotophilus bat coronavirus 512	Mammalia	Scotophilus kuhlii	Alphacoronavirus	ssRNA(+)
NC_009741	Potyviridae	373398	Basella rugose mosaic virus	Viridiplantae	Anredera cordifolia	Potyvirus	ssRNA(+)
NC_009742	Potyviridae	400394	Telosma mosaic virus	Viridiplantae	Telosma cordata	Potyvirus	ssRNA(+)
NC_009744	Potyviridae	400396	Wild tomato mosaic virus	Viridiplantae	Solanum torvum	Potyvirus	ssRNA(+)
NC_009745	Potyviridae	45661	Banana bract mosaic virus	Viridiplantae	Musa acuminata	Potyvirus	ssRNA(+)
NC_009805	Potyviridae	460364	Wheat eqlid mosaic virus	Viridiplantae	Triticum aestivum	Tritimovirus	ssRNA(+)
NC_009988	Coronaviridae	693998	Rhinolophus bat coronavirus HKU2	Mammalia	Rhinolophus sinicus	Alphacoronavirus	ssRNA(+)
NC_009994	Potyviridae	33765	Tobacco vein banding mosaic virus	Viridiplantae	Nicotiana tabacum	Potyvirus	ssRNA(+)
NC_009995	Potyviridae	167129	Moroccan watermelon mosaic virus	Viridiplantae	Cucurbita pepo var. melopepo	Potyvirus	ssRNA(+)
NC_009996	Picornaviridae	463676	Rhinovirus C	Mammalia	Homo sapiens	Enterovirus	ssRNA(+)
NC_010354	Picornaviridae	2758977	bovine rhinitis B virus 1	Mammalia	Bos taurus	Aphthovirus	ssRNA(+)
NC_010438	Coronaviridae	694001	Miniopterus bat coronavirus HKU8	Mammalia	Miniopterus	Alphacoronavirus	ssRNA(+)
NC_010521	Potyviridae	397544	Squash vein yellowing virus	Viridiplantae	Cucurbita	Ipomovirus	ssRNA(+)
NC_010735	Potyviridae	515446	Verbena virus Y	Viridiplantae	Verbena	Potyvirus	ssRNA(+)
NC_010736	Potyviridae	515575	Algerian watermelon mosaic virus	Viridiplantae	Cucurbita	Potyvirus	ssRNA(+)
NC_010954	Potyviridae	332471	Fritillary virus Y	Viridiplantae	Fritillaria thunbergii	Potyvirus	ssRNA(+)
NC_011349	Picornaviridae	390157	Senecavirus A	Mammalia	Sus scrofa	Senecavirus	ssRNA(+)
NC_011400	Astroviridae	568715	Astrovirus MLB1	Mammalia	Homo sapiens	Mamastrovirus	ssRNA(+)
NC_011532	Rhabdoviridae	471285	Lettuce yellow mottle virus	Viridiplantae	Datura stramonium	Cytorhabdovirus	ssRNA(-)
NC_011541	Potyviridae	160843	Narcissus yellow stripe virus	Viridiplantae	Narcissus tazetta subsp. chinensis	Potyvirus	ssRNA(+)
NC_011560	Potyviridae	270478	Zantedeschia mild mosaic virus	Viridiplantae	Zantedeschia	Potyvirus	ssRNA(+)
NC_011807	Bromoviridae	39681	Asparagus virus 2	Viridiplantae	Asparagus	Ilarvirus	ssRNA(+)
NC_011918	Potyviridae	255066	Pepper veinal mottle virus	Viridiplantae	Capsicum annuum	Potyvirus	ssRNA(+)
NC_012698	Potyviridae	137758	Cassava brown streak virus	Viridiplantae	Manihot esculenta	Ipomovirus	ssRNA(+)
NC_012798	Picornaviridae	2003651	Cosavirus E	Mammalia	Homo sapiens	Cosavirus	ssRNA(+)
NC_012799	Potyviridae	431317	Triticum mosaic virus	Viridiplantae	Triticum aestivum	Poacevirus	ssRNA(+)
NC_012800	Picornaviridae	1330491	Cosavirus A	Mammalia	Homo sapiens	Cosavirus	ssRNA(+)
NC_012801	Picornaviridae	586420	Human cosavirus B	Mammalia	Homo sapiens	Cosavirus	ssRNA(+)
NC_012802	Picornaviridae	2003650	Cosavirus D	Mammalia	Homo sapiens	Cosavirus	ssRNA(+)
NC_012957	Picornaviridae	651733	Salivirus NG-J1	Mammalia	Pan troglodytes	Salivirus	ssRNA(+)
NC_012986	Picornaviridae	1330524	Salivirus A	Mammalia	Homo sapiens	Salivirus	ssRNA(+)
NC_013060	Astroviridae	645687	Astrovirus VA1	Mammalia	Homo sapiens	Mamastrovirus	ssRNA(+)
NC_013135	Rhabdoviridae	666363	Drosophila melanogaster sigmavirus AP30	Insecta	Drosophila melanogaster	Sigmavirus	ssRNA(-)
NC_013261	Potyviridae	433462	Canna yellow streak virus	Viridiplantae	Canna	Potyvirus	ssRNA(+)
NC_013443	Astroviridae	682382	HMO Astrovirus A	Mammalia	Homo sapiens	Mamastrovirus	ssRNA(+)
NC_014037	Potyviridae	53954	Sugarcane streak mosaic virus	Viridiplantae	Saccharum sp.	Poacevirus	ssRNA(+)
NC_014038	Potyviridae	129732	Sunflower chlorotic mottle virus	Viridiplantae	Helianthus annuus	Potyvirus	ssRNA(+)
NC_014064	Potyviridae	421012	Freesia mosaic virus	Viridiplantae	Freesia	Potyvirus	ssRNA(+)
NC_014252	Potyviridae	796352	Panax virus Y	Viridiplantae	Panax notoginseng	Potyvirus	ssRNA(+)
NC_014325	Potyviridae	433357	Bidens mottle virus	Viridiplantae	Helianthus annuus	Potyvirus	ssRNA(+)
NC_014327	Potyviridae	160358	Pepper yellow mosaic virus	Viridiplantae	Capsicum annuum	Potyvirus	ssRNA(+)
NC_014470	Coronaviridae	864596	Bat coronavirus BM48-31/BGR/2008	Mammalia	Rhinolophus blasii	Betacoronavirus	ssRNA(+)
NC_014536	Potyviridae	487155	Brugmansia suaveolens mottle virus	Viridiplantae	Brugmansia suaveolens	Potyvirus	ssRNA(+)
NC_014742	Potyviridae	930881	Sweet potato virus C	Viridiplantae	Ipomoea batatas	Potyvirus	ssRNA(+)
NC_014790	Potyviridae	31732	Passion fruit woodiness virus	Viridiplantae	Passiflora caerulea	Potyvirus	ssRNA(+)
NC_014791	Potyviridae	946046	Ugandan cassava brown streak virus	Viridiplantae	Manihot esculenta	Ipomovirus	ssRNA(+)
NC_014898	Potyviridae	573615	Lupinus mosaic virus	Viridiplantae	Lupinus polyphyllus	Potyvirus	ssRNA(+)
NC_014905	Potyviridae	168135	Apium virus Y	Viridiplantae	Apium graveolens	Potyvirus	ssRNA(+)
NC_015393	Potyviridae	112436	Celery mosaic virus	Viridiplantae	Daucus carota	Potyvirus	ssRNA(+)
NC_015394	Potyviridae	409486	Hardenbergia mosaic virus	Viridiplantae	Hardenbergia comptoniana	Potyvirus	ssRNA(+)
NC_015934	Picornaviridae	1074865	Bat picornavirus 3	Mammalia	Rhinolophus sinicus	unclassified Picornaviridaevirus	ssRNA(+)
NC_015935	Astroviridae	1074210	Mouse astrovirus M-52/USA/2008	Mammalia	Mus musculus	unclassified Astroviridaevirus	ssRNA(+)
NC_015936	Picornaviridae	1074213	Mouse kobuvirus M-5/USA/2010	Mammalia	Peromyscus crinitus	Kobuvirus	ssRNA(+)
NC_015940	Picornaviridae	1074863	Bat picornavirus 1	Mammalia	Miniopterus schreibersii	unclassified Picornaviridaevirus	ssRNA(+)
NC_015941	Picornaviridae	1074864	Bat picornavirus 2	Mammalia	Miniopterus schreibersii	unclassified Picornaviridaevirus	ssRNA(+)
NC_016044	Potyviridae	414528	Chilli ringspot virus	Viridiplantae	Capsicum	Potyvirus	ssRNA(+)
NC_016136	Rhabdoviridae	195060	Potato yellow dwarf nucleorhabdovirus	Viridiplantae	Nicotiana rustica	Alphanucleorhabdovirus	ssRNA(-)
NC_016155	Astroviridae	683172	Astrovirus MLB2	Mammalia	Homo sapiens	unclassified Astroviridaevirus	ssRNA(+)
NC_016156	Picornaviridae	1108810	Feline picornavirus	Mammalia	Felis catus	unclassified Picornaviridaevirus	ssRNA(+)
NC_016159	Potyviridae	1080799	Keunjorong mosaic virus	Viridiplantae	Chenopodium quinoa	Potyvirus	ssRNA(+)
NC_016441	Potyviridae	418827	Yambean mosaic virus	Viridiplantae	Dioscorea alata	Potyvirus	ssRNA(+)
NC_016769	Picornaviridae	1136133	Porcine kobuvirus SH-W-CHN/2010/China	Mammalia	Sus scrofa	Kobuvirus	ssRNA(+)
NC_016896	Astroviridae	1137931	Astrovirus wild boar/WBAstV-1/2011/HUN	Mammalia	Sus scrofa	Mamastrovirus	ssRNA(+)
NC_016964	Picornaviridae	1196647	Canine picornavirus	Mammalia	Canis lupus familiaris	Mischivirus	ssRNA(+)
NC_017083	Coronaviridae	1160968	Rabbit coronavirus HKU14	Mammalia	Oryctolagus cuniculus	Betacoronavirus	ssRNA(+)
NC_017685	Rhabdoviridae	380160	Obodhiang virus	Insecta	Culicidae	Ephemerovirus	ssRNA(-)
NC_017714	Rhabdoviridae	318836	Kotonkan virus	Insecta	Culicoides sp.	Ephemerovirus	ssRNA(-)
NC_017824	Potyviridae	1176153	Tomato necrotic stunt virus	Viridiplantae	Solanum lycopersicum	Potyvirus	ssRNA(+)
NC_017937	Paramyxoviridae	590647	Nariva virus	Mammalia	Zygodontomys brevicauda	Narmovirus	ssRNA(-)
NC_017967	Potyviridae	421010	Hippeastrum mosaic virus	Viridiplantae	Hippeastrum sp.	Potyvirus	ssRNA(+)
NC_017970	Potyviridae	453050	Sweet potato virus 2	Viridiplantae	Ipomoea batatas	Potyvirus	ssRNA(+)
NC_017977	Potyviridae	861561	Cyrtanthus elatus virus A	Viridiplantae	Cyrtanthus elatus	Potyvirus	ssRNA(+)
NC_018093	Potyviridae	46619	Sweet potato virus G	Viridiplantae	Ipomoea batatas	Potyvirus	ssRNA(+)
NC_018176	Potyviridae	405558	Arracacha mottle virus	Viridiplantae	Nicotiana benthamiana	Potyvirus	ssRNA(+)
NC_018226	Picornaviridae	1511784	Pasivirus A1	Mammalia	Sus scrofa	Pasivirus	ssRNA(+)
NC_018381	Rhabdoviridae	1211480	Persimmon virus A	Viridiplantae	Diospyros kaki	Cytorhabdovirus	ssRNA(-)
NC_018382	Hepeviridae	1678146	Chirohepevirus eptesici	Mammalia	Eptesicus serotinus	Chirohepevirus	ssRNA(+)
NC_018455	Potyviridae	128818	Chinese yam necrotic mosaic virus	Viridiplantae	Dioscorea polystachya	Macluravirus	ssRNA(+)
NC_018572	Potyviridae	1198147	Caladenia virus A	Viridiplantae	Caladenia latifolia	Poacevirus	ssRNA(+)
NC_018629	Rhabdoviridae	1167696	Ikoma lyssavirus	Mammalia	Civettictis civetta	Lyssavirus	ssRNA(-)
NC_018668	Picornaviridae	1233320	hunnivirus A1	Mammalia	Bos taurus	Hunnivirus	ssRNA(+)
NC_018702	Astroviridae	1141625	Murine astrovirus	Mammalia	Mus musculus	unclassified Astroviridaevirus	ssRNA(+)
NC_018833	Potyviridae	204478	Iranian johnsongrass mosaic virus	Viridiplantae	Sorghum halepense	Potyvirus	ssRNA(+)
NC_018872	Potyviridae	1220025	Pokeweed mosaic virus	Viridiplantae	Phytolacca americana	Potyvirus	ssRNA(+)
NC_019026	Astroviridae	683174	Astrovirus VA3	Mammalia	Homo sapiens	unclassified Astroviridaevirus	ssRNA(+)
NC_019027	Astroviridae	1247113	Astrovirus VA4	Mammalia	Homo sapiens	unclassified Astroviridaevirus	ssRNA(+)
NC_019028	Astroviridae	1247114	Astrovirus MLB3	Mammalia	Homo sapiens	unclassified Astroviridaevirus	ssRNA(+)
NC_019031	Potyviridae	1048434	Rose yellow mosaic virus	Viridiplantae	Rosa hybrid cultivar	Roymovirus	ssRNA(+)
NC_019409	Potyviridae	12204	Ornithogalum mosaic virus	Viridiplantae	Ornithogalum	Potyvirus	ssRNA(+)
NC_019412	Potyviridae	87097	Yam mild mosaic virus	Viridiplantae	Dioscorea trifida	Potyvirus	ssRNA(+)
NC_019415	Potyviridae	1072517	Blue squill virus A	Viridiplantae	Diuris	Potyvirus	ssRNA(+)
NC_019494	Astroviridae	1254425	Porcine astrovirus 3	Mammalia	Sus scrofa	Mamastrovirus	ssRNA(+)
NC_020072	Potyviridae	91613	Colombian datura virus	Viridiplantae	Nicotiana tabacum	Potyvirus	ssRNA(+)
NC_020105	Potyviridae	1239452	Brugmansia mosaic virus	Viridiplantae	Brugmansia suaveolens	Potyvirus	ssRNA(+)
NC_020807	Rhabdoviridae	38766	Lyssavirus lagos	Mammalia	Mus musculus	Lyssavirus	ssRNA(-)
NC_020808	Rhabdoviridae	211977	Lyssavirus aravan	Mammalia	Myotis blythii	Lyssavirus	ssRNA(-)
NC_020809	Rhabdoviridae	249583	Lyssavirus irkut	Mammalia	Murina leucogaster	Lyssavirus	ssRNA(-)
NC_020810	Rhabdoviridae	38767	Lyssavirus duvenhage	Mammalia	Homo sapiens	Lyssavirus	ssRNA(-)
NC_020896	Potyviridae	31743	Sweet potato latent virus	Viridiplantae	Ipomoea batatas	Potyvirus	ssRNA(+)
NC_021065	Potyviridae	715480	Sunflower mild mosaic virus	Viridiplantae	Helianthus annuus	Potyvirus	ssRNA(+)
NC_021178	Picornaviridae	1150861	Canine picodicistrovirus	Mammalia	Canis lupus familiaris	Dicipivirus	ssRNA(+)
NC_021197	Potyviridae	1198144	Donkey orchid virus A	Viridiplantae	Diuris laxiflora	Potyvirus	ssRNA(+)
NC_021220	Picornaviridae	1330520	Enterovirus F	Mammalia	Bos taurus	Enterovirus	ssRNA(+)
NC_021482	Picornaviridae	1294177	Sebokele virus 1	Mammalia	Mus musculus	Parechovirus	ssRNA(+)
NC_021786	Potyviridae	1324128	Habenaria mosaic virus	Viridiplantae	Chenopodium quinoa	Potyvirus	ssRNA(+)
